"Address","Date.of.Acquisition","Latitude","Longitude"
"1136 S WHIPPLE ST","",41.8672039,-87.7023799
"1809 S CENTRAL PARK AVE","",41.8568035,-87.7147922
"729 W 61ST PL","",41.7822468,-87.6430263
"1712 W 69TH ST","12/06/1999",41.7687746,-87.6670073
"4248 W VAN BUREN ST","10/22/2020",41.8754442,-87.732275
"619 N AVERS AVE","",41.8923596,-87.7219722
"4326 W VAN BUREN ST","",41.8754235,-87.73393
"825 W 50TH PL","02/25/2000",41.8022164,-87.646434
"5645 S LAFAYETTE AVE","05/18/1999",41.7915415,-87.6264065
"6951 S ADA ST","11/02/2010",41.7671472,-87.6574636
"8956 S BURLEY AVE","10/15/1996",41.7321155,-87.5459589
"7031 S WINCHESTER AVE","05/21/1996",41.7656789,-87.6719975
"1630 S TRUMBULL AVE","",41.858063,-87.7118714
"7752 S AVALON AVE","02/07/2003",41.7535271,-87.5946669
"6453 S NORMAL BLVD","",41.7764911,-87.637083
"5820 S UNION AVE","",41.7882213,-87.6427099
"6143 S ABERDEEN ST","01/09/1987",41.7819853,-87.6517879
"2725 W FLOURNOY ST","10/16/1998",41.8726364,-87.6946028
"1404 S KOSTNER AVE","12/10/2001",41.8621815,-87.7351955
"10826 S BISHOP ST","07/25/2006",41.696698,-87.6591597
"5010 S THROOP ST","11/30/1999",41.8028129,-87.6578797
"442 W 102ND ST","03/06/1985",41.7091218,-87.6346234
"5324 S CARPENTER ST","",41.797054,-87.6516661
"10355 S STATE ST","",41.7055517,-87.6231322
"4952 W HURON ST","01/23/2006",41.8933791,-87.750301
"7236 S GREEN ST","10/21/2002",41.7622763,-87.6458987
"6349 S PAULINA ST","04/15/1976",NA,NA
"531 N LARAMIE AVE","",41.8902778,-87.7552813
"1429 E 69TH ST","04/17/1985",41.7693948,-87.589772
"713 N HOMAN AVE","02/12/1998",41.8941653,-87.7110429
"215 W 108TH PL","03/08/2013",41.6968128,-87.6287007
"7546 S DOBSON AVE","",41.7572103,-87.599618
"6243 S WINCHESTER AVE","04/10/1981",41.7798605,-87.6723629
"5159 S MAY ST","02/08/1995",41.7997672,-87.6534598
"5313 S BISHOP ST","02/20/2004",41.7971939,-87.6606817
"1400 S KOSTNER AVE","12/10/2001",41.8622496,-87.7351976
"128 N LECLAIRE AVE","",41.8827047,-87.75285
"1223 E 71ST ST","04/11/2003",41.7657357,-87.5948816
"6234 S MARSHFIELD AVE","",41.7802098,-87.6655935
"8926 S MACKINAW AVE","09/17/2002",41.7329832,-87.5433704
"11 W 114TH PL","",41.6861135,-87.6234207
"719 W 120TH ST","",41.675405,-87.6401489
"7302 S MORGAN ST","06/13/2014",41.7612874,-87.6495163
"5441 S WINCHESTER AVE","12/06/2004",41.7945171,-87.6727617
"4816 W RACE AVE","04/22/2003",41.8907298,-87.7464302
"7040 S BISHOP ST","01/29/2010",41.7655368,-87.6605461
"5041 S ABERDEEN ST","03/13/1998",41.802137,-87.6523043
"4549 S EVANS AVE","",41.8117048,-87.6080968
"8810 S BUFFALO AVE","",41.7352042,-87.5448199
"1521 S CHRISTIANA AVE","",41.8601976,-87.708795
"5645 S SANGAMON ST","",41.7911018,-87.6483666
"6402 S PARNELL AVE","",41.7778705,-87.638833
"433 W 65TH PL","",41.7751969,-87.6362989
"5825 S ABERDEEN ST","11/20/2018",41.7880119,-87.6519406
"5234 S EMERALD AVE","02/08/2000",41.7987046,-87.6443887
"1543 S KOLIN AVE","09/17/2003",41.8592912,-87.7331794
"6915 S UNION AVE","10/01/2012",41.7683311,-87.6416883
"5815 S JUSTINE ST","",41.7881091,-87.6630542
"1121 N LOREL AVE","09/26/2006",41.901069,-87.7591328
"1428 W 50TH ST","04/25/2006",41.8034489,-87.6611488
"5744 S SEELEY AVE","",41.7889596,-87.6757345
"8947 S BALTIMORE AVE","07/09/2002",41.7323042,-87.5482161
"3752 W 84TH PL","03/04/2004",41.7396282,-87.716426
"5808 S LAFLIN ST","",41.7882797,-87.6623552
"5634 S LAFAYETTE AVE","",41.7918681,-87.627021
"6332 S HERMITAGE AVE","",41.7783549,-87.6682144
"1847 S HARDING AVE","02/14/2002",41.8557065,-87.7232589
"5760 S LAFAYETTE AVE","",41.7891851,-87.6269521
"1746 W 63RD ST","",41.7796805,-87.6685127
"1807 S AVERS AVE","",41.8568157,-87.7210031
"642 N LOCKWOOD AVE","07/15/2021",41.8924381,-87.7583274
"13448 S MARYLAND AVE","01/18/2005",41.6509425,-87.6013645
"1447 S SAINT LOUIS AVE","",41.8609759,-87.7124714
"2737 W JACKSON BLVD","02/27/2019",41.8772159,-87.6952397
"6034 S ADA ST","",41.7839319,-87.6586084
"5723 S LA SALLE ST","",41.7902718,-87.6288398
"5702 S ABERDEEN ST","",41.7903678,-87.6527015
"5215 S JUSTINE ST","",41.7990546,-87.6631592
"1333 W 109TH PL","",41.6946642,-87.6559753
"8927 S BUFFALO AVE","06/19/2002",41.7329614,-87.544213
"1136 S ALBANY AVE","06/06/2001",41.8671906,-87.7036023
"5011 S JUSTINE ST","",41.8027054,-87.6632544
"6001 S CARPENTER ST","",41.784996,-87.6506498
"5626 S MORGAN ST","",41.7916525,-87.6503017
"1469 E 69TH PL","10/30/2000",41.7685004,-87.5882555
"8940 S MACKINAW AVE","06/03/2002",41.7325712,-87.5433603
"5740 S LAFAYETTE AVE","08/14/1998",41.7898057,-87.6268143
"5413 S CALUMET AVE","",41.7961973,-87.6172409
"7020 S WALLACE ST","02/22/1996",41.7663445,-87.6399145
"5200 S LAFLIN ST","07/01/2002",41.7994029,-87.6626531
"11341 S MICHIGAN AVE","01/12/1995",41.6877436,-87.6205659
"954 N HAMLIN AVE","03/19/1991",41.8988681,-87.7216554
"6937 S JUSTINE ST","12/18/1997",41.7674435,-87.6623263
"348 W 101ST PL","04/20/2005",41.7100489,-87.6327552
"11028 S EDBROOKE AVE","04/28/2005",41.6935432,-87.61987
"3023 E 80TH ST","",41.7498548,-87.5507034
"4359 W LEXINGTON ST","12/16/1998",41.8713111,-87.7349721
"606 N SPRINGFIELD AVE","",41.892057,-87.723894
"543 N LONG AVE","01/23/2014",41.8901341,-87.7601636
"1825 S HARDING AVE","02/21/1979",41.8562176,-87.7232731
"8613 S BALTIMORE AVE","08/06/1998",41.7389345,-87.54884
"6715 S RHODES AVE","",41.7725656,-87.6116583
"6011 S THROOP ST","",41.7846371,-87.6567127
"5221 S WABASH AVE","",41.7993007,-87.6240602
"5134 S LOOMIS ST","02/01/2005",41.800322,-87.6602475
"10543 S LASALLE ST","05/03/1988",41.702216,-87.6266101
"2816 W LEXINGTON ST","09/05/1979",41.8722255,-87.6967728
"2948 W FIFTH AVE","07/31/1978",41.8800683,-87.7005814
"6201 S CARPENTER ST","05/19/2006",41.7813419,-87.6505538
"12048 S EDBROOKE AVE","05/23/1997",41.6747025,-87.6194562
"6236 S PAULINA ST","07/13/2010",41.7801365,-87.666806
"2119 S CHRISTIANA AVE","",41.8529584,-87.7085916
"1649 W 63RD ST","",41.7793154,-87.6661863
"1267 W 72ND PL","",41.7620257,-87.6566073
"104 N LOTUS AVE","01/03/2020",41.8825215,-87.7621606
"5817 S PAULINA ST","11/20/2018",41.787875,-87.6665104
"4515 S ELLIS AVE","",41.8127152,-87.6012493
"8935 S LOOMIS ST","12/09/1998",41.7311136,-87.6577151
"5805 S BISHOP ST","",41.7883637,-87.6604542
"5740 S LASALLE ST","",41.7897616,-87.6292993
"443 W 60TH PL","02/18/1997",41.7842974,-87.6368997
"4842 S RACINE AVE","12/11/2000",41.8056647,-87.6555243
"5657 S LAFAYETTE AVE","05/18/1999",41.7912685,-87.6263993
"5136 S BISHOP ST","",41.8002364,-87.6614597
"7945 S BURNHAM AVE","03/19/1997",41.750574,-87.5561613
"5600 S HERMITAGE AVE","11/12/1999",41.7920747,-87.6683301
"3945 W 14TH ST","03/10/2003",41.8622662,-87.7244385
"644 E 134TH PL","01/20/2005",41.6512111,-87.6057922
"44 W 103RD PL","03/03/1999",41.7064948,-87.6252352
"332 E 119TH ST","09/21/1992",41.6783882,-87.6153415
"6506 S HARVARD AVE","01/04/1999",41.7762524,-87.6336472
"5225 S LAFLIN ST","09/15/2004",41.7987245,-87.6619364
"615 E 72ND ST","11/17/2000",41.7638162,-87.6097211
"7421 S KINGSTON AVE","05/19/1999",41.7601728,-87.5628461
"6332 S SANGAMON ST","",41.7787167,-87.6487563
"13412 S CORLISS AVE","02/08/2005",41.6513804,-87.6025664
"134 W SWANN ST","02/09/1977",41.8101357,-87.6295127
"1430 S KEDVALE AVE","01/12/1995",41.8615164,-87.7290567
"4441 S PRINCETON AVE","11/24/2003",41.8133776,-87.6331368
"5408 S PRINCETON AVE","09/21/2004",41.7960381,-87.6334029
"8945 S LOOMIS ST","05/06/1998",41.7308393,-87.657707
"6713 S MAY ST","08/21/2003",41.7718856,-87.6527375
"2934 W FILLMORE ST","",41.868549,-87.6998615
"637 N HAMLIN AVE","",41.8928867,-87.7207438
"326 W 60TH PL","",41.7847467,-87.6338065
"600 W 60TH ST","11/14/2001",41.7848638,-87.6402259
"638 E 67TH ST","",41.7727999,-87.6103926
"849 W 86TH ST","",41.7367703,-87.6456296
"2346 W PALMER ST","",41.9222017,-87.6853516
"5401 S SEELEY AVE","07/17/2006",41.7956142,-87.6752363
"4909 W HUBBARD ST","10/28/2011",41.8884066,-87.7484666
"643 N TRUMBULL AVE","03/21/2001",41.8931131,-87.7122391
"344 N ST LOUIS AVE","07/31/2001",41.8877077,-87.7139547
"5715 S JUSTINE ST","10/08/1997",41.7898084,-87.6630974
"7931 S PARNELL AVE","01/19/2006",41.7497894,-87.6375712
"6937 S ABERDEEN ST","",41.7675824,-87.6514109
"6236 S ABERDEEN ST","",41.780371,-87.6524455
"1000 N AVERS AVE","",41.8991757,-87.7228853
"10204 S EGGLESTON AVE","06/25/2012",41.7086281,-87.6339751
"5529 S STEWART AVE","09/30/2005",41.793472,-87.6349575
"2124 W 68TH PL","03/20/2013",41.7695691,-87.6770854
"1150 W 61ST ST","11/25/2014",41.7835144,-87.6541728
"3049 W POLK ST","02/26/1991",41.8707227,-87.702827
"7116 S CARPENTER ST","",41.7645693,-87.6508138
"5931 S LOOMIS BLVD","",41.7858299,-87.659174
"13304 S CALUMET AVE","05/05/2011",41.6533509,-87.6144723
"10944 S EDBROOKE AVE","06/21/1995",41.6949407,-87.619886
"6231 S PAULINA ST","02/20/2014",41.7803023,-87.6663175
"11008 S STATE ST","08/01/2013",41.6940637,-87.6234903
"402 N SPRINGFIELD AVE","11/17/2000",41.8881893,-87.723788
"6234 S HERMITAGE AVE","03/19/1991",41.7801769,-87.668019
"6708 S EVANS AVE","11/24/1998",41.7727864,-87.6073517
"834 W 53RD PL","",41.7971689,-87.6466705
"5911 S WABASH AVE","10/12/2000",41.7869949,-87.6234076
"6642 S ABERDEEN ST","08/18/1999",41.7729427,-87.6522509
"5354 S MAY ST","09/10/2004",41.7961969,-87.6540674
"7001 S SANGAMON ST","07/31/1992",41.7668014,-87.6477523
"5842 S CARPENTER ST","09/29/1996",41.7874444,-87.6514087
"8609 S BALTIMORE AVE","08/06/1998",41.7390023,-87.5488646
"11037 S MICHIGAN AVE","03/09/1999",41.6932771,-87.6205823
"121 N PINE AVE","10/11/2020",41.8831097,-87.7626062
"6542 S ROSS AVE","09/27/1990",41.7753672,-87.6307999
"1346 S KEELER AVE","10/30/1980",41.8629802,-87.7303256
"13330 S SOUTH PARK AVE","10/04/2011",41.6526659,-87.6128601
"5133 S BISHOP ST","",41.8003834,-87.6607644
"6158 S ABERDEEN ST","10/09/1998",41.7815843,-87.6524766
"5214 S MAY ST","",41.7991201,-87.6541415
"3019 S LOWE AVE","",41.8474922,-87.6445624
"5351 S WINCHESTER AVE","11/24/2003",41.7961233,-87.6728055
"5818 S WINCHESTER AVE","11/20/2018",41.7878419,-87.6732712
"5205 S LAFLIN ST","02/20/2004",41.7992735,-87.6619507
"7024 S MARSHFIELD AVE","07/12/2005",41.7659006,-87.6654116
"215 W 117TH ST","07/21/2010",41.6813459,-87.6282149
"8901 S BUFFALO AVE","07/08/2002",41.7336693,-87.5439752
"4200 W GLADYS AVE","09/19/2003",41.8763739,-87.7306384
"1810 W 63RD ST","01/27/2000",41.7796583,-87.6695651
"4106 W WILCOX ST","",NA,NA
"3951 W ERIE ST","03/12/1998",41.8927176,-87.725462
"526 N LAWLER AVE","10/02/2014",41.8901587,-87.7521068
"4945 W VAN BUREN ST","09/17/2003",41.8746639,-87.7489256
"6436 S BISHOP ST","11/09/1989",41.7765515,-87.6608425
"5725 S BISHOP ST","",41.7897044,-87.6604889
"6336 S WOOD ST","",41.7782891,-87.6692124
"5035 S MAY ST","12/03/2001",41.8021836,-87.6535191
"504 W 65TH PL","",41.7754066,-87.6371344
"406 N SPRINGFIELD AVE","11/21/2000",41.8883227,-87.7237908
"5621 S MORGAN ST","11/10/2005",41.7917574,-87.6496022
"4334 W VAN BUREN ST","",41.8754374,-87.7330121
"3310 W WALNUT ST","09/02/1997",41.8856169,-87.7091998
"5224 S LAFLIN ST","01/14/2002",41.7987186,-87.6626352
"323 W 110TH ST","03/18/1997",41.6940463,-87.6313417
"4056 W MONROE ST","11/14/1986",41.8799907,-87.7278845
"48 W 112TH ST","04/20/2011",41.6910107,-87.6248998
"8201 S HOUSTON AVE","07/05/2006",41.7463704,-87.5500228
"6640 S NORMAL BLVD","",41.7736217,-87.6370862
"4013 W JACKSON BLVD","",41.8768191,-87.7261642
"4952 S LOOMIS ST","02/19/2004",41.80346,-87.6603274
"1832 S RIDGEWAY AVE","",41.8559491,-87.7191433
"2840 W POLK ST","07/06/1979",41.8713057,-87.6976694
"4121 W VAN BUREN ST","01/21/1970",41.8749651,-87.7288329
"8016 S ESCANABA AVE","03/22/1991",41.7495351,-87.5544164
"6846 S WABASH AVE","",41.7696116,-87.6235525
"341 E 116TH ST","07/10/2007",41.6823685,-87.6150922
"5650 S LAFLIN ST","",41.7907427,-87.6624181
"6441 S MARYLAND AVE","",41.7774042,-87.6044884
"4910 S PRINCETON AVE","01/31/2005",41.8050528,-87.6336117
"5434 S ABERDEEN ST","",41.7949744,-87.6526174
"4250 W MAYPOLE AVE","05/01/2003",41.8849677,-87.7327045
"11340 S STEWART AVE","03/11/2005",41.6876259,-87.6329165
"4229 W CARROLL AVE","05/01/2003",41.8866707,-87.7319331
"6148 S HERMITAGE AVE","09/07/2005",41.7817002,-87.6682625
"5712 S LOOMIS BLVD","",41.7900248,-87.659773
"5633 S ELIZABETH ST","",41.791323,-87.6556711
"4145 S WELLS ST","06/04/2004",41.8186734,-87.6322714
"6240 S MAY ST","",NA,NA
"4244 S SAINT LAWRENCE AVE","",41.8172159,-87.6120078
"11315 S EDBROOKE AVE","03/01/2011",41.6885063,-87.6191392
"6739 S EBERHART AVE","07/05/2006",41.7718165,-87.6126459
"6671 S MICHIGAN AVE","03/01/1978",41.7807592,-87.6225593
"8904 S BALTIMORE AVE","09/17/2002",41.7335313,-87.5489621
"11838 S LASALLE ST","05/28/2002",41.6786883,-87.6266525
"642 W 120TH ST","",41.676242,-87.6384552
"346 W 54TH PL","02/10/2005",41.7957044,-87.6350746
"10404 S MARYLAND AVE","06/13/2002",41.7054353,-87.6030811
"6524 S ELLIS AVE","",41.7760602,-87.6011123
"5738 S LOOMIS BLVD","",41.7893,-87.6599624
"626 E 46TH ST","",41.8115567,-87.6103725
"700 W 81ST PL","04/27/2011",41.7463962,-87.641613
"4533 S SAINT LAWRENCE AVE","",41.8121055,-87.6113717
"8519 S GIVINS CT","04/25/1993",41.7394243,-87.6427711
"304 W 110TH ST","03/19/1997",41.6945774,-87.6307134
"3853 W HURON ST","",41.8932999,-87.7232244
"1431 S DRAKE AVE","03/22/1991",41.8617442,-87.7137147
"5224 S SANGAMON ST","06/16/2004",41.7989459,-87.6492746
"6341 S ELLIS AVE","04/06/1977",NA,NA
"5757 S PERRY AVE","",41.7893457,-87.6275265
"5000 S THROOP ST","12/15/1999",41.8030967,-87.657887
"1446 S SPAULDING AVE","11/20/2001",41.861083,-87.7083033
"313 W 53RD ST","",41.7980521,-87.633656
"5539 S STEWART AVE","09/30/2005",41.793472,-87.6349575
"1438 S HARDING AVE","",41.8613321,-87.7241654
"5145 S PRINCETON AVE","10/12/1995",41.8004712,-87.632799
"6347 S ELLIS AVE","",41.77906,-87.600086
"4500 W WASHINGTON BLVD","",41.8822086,-87.7381366
"1444 S KEDVALE AVE","10/22/1974",41.8611034,-87.7290443
"6122 S STEWART AVE","01/12/1995",41.7828193,-87.6354315
"1420 E 76TH ST","07/17/2006",41.7571917,-87.5898326
"4640 W GLADYS AVE","11/14/2003",41.8762231,-87.7418605
"801 S KARLOV AVE","09/04/1979",41.8707824,-87.727441
"6240 S HONORE ST","12/27/2005",41.7799711,-87.6704305
"4215 S PRINCETON AVE","",41.8178425,-87.6332435
"318 W 60TH ST","",41.7856616,-87.633625
"6210 S ABERDEEN ST","",41.7810572,-87.6524632
"220 N ALBANY AVE","12/02/1975",41.8846875,-87.7040254
"838 N CHRISTIANA AVE","09/26/1978",41.8966329,-87.7100901
"2859 W POLK ST","01/20/1982",41.8707759,-87.6983001
"6428 S GREEN ST","",41.7770144,-87.6462797
"1740 W 69TH ST","",41.7686153,-87.6679593
"3835 W HURON ST","",41.8933067,-87.7225138
"727 W 60TH PL","",41.7949847,-87.6438978
"8438 S BURLEY AVE","02/22/1996",41.7417647,-87.5457614
"6329 S JUSTINE ST","02/10/1998",41.7786415,-87.6626254
"5759 S ELIZABETH ST","",41.788819,-87.6556053
"649 W 66TH ST","09/29/2008",41.7740552,-87.6416192
"613 N LAWNDALE AVE","",41.8922431,-87.7183048
"6739 S PAULINA ST","12/29/2004",41.7710183,-87.6660649
"8935 S BALTIMORE AVE","07/09/2002",41.7325789,-87.5482227
"3861 W GRENSHAW ST","11/08/1973",41.8668579,-87.7225882
"6314 S WOOD ST","07/21/2011",41.7788185,-87.6694339
"1623 S LAWNDALE AVE","",41.8582357,-87.7173036
"857 W 50TH ST","12/03/2001",41.8031103,-87.6476531
"5926 S ABERDEEN ST","",41.7860592,-87.6525911
"5301 S ABERDEEN ST","09/10/2004",41.7977282,-87.6521965
"5201 S BISHOP ST","",41.7994273,-87.6607396
"6225 S MARSHFIELD AVE","",41.7805239,-87.6651157
"4447 S STEWART AVE","",41.8131399,-87.6355956
"9961 S CHARLES ST","07/24/2007",41.7123768,-87.6605296
"7411 S PEORIA ST","01/13/1995",41.7592939,-87.6463393
"10757 S GLENROY AVE","09/07/2006",41.6978372,-87.6587543
"1946 S SPAULDING AVE","01/31/2006",41.8541725,-87.7081088
"3320 E 90TH ST","06/03/2002",41.7322536,-87.5434885
"3300 W WALNUT ST","02/18/1986",41.8856217,-87.7088473
"8818 S BUFFALO AVE","06/25/2002",41.7349981,-87.5448148
"7202 S EMERALD AVE","03/12/1998",41.7632418,-87.6434098
"5258 S LAFLIN ST","02/19/2004",41.7978257,-87.6626123
"1808 S HARDING AVE","12/22/2003",41.856721,-87.7240067
"6119 S STEWART AVE","",41.7829078,-87.6349778
"5136 S PRINCETON AVE","08/18/2010",41.8006981,-87.633464
"6150 S ABERDEEN ST","07/23/1980",41.7817941,-87.6524823
"6758 S RACINE AVE","10/15/1996",41.7706322,-87.6546191
"6417 S NORMAL BLVD","",41.7774891,-87.6373209
"6715 S ABERDEEN ST","06/22/1973",41.7718849,-87.6522231
"7034 S WENTWORTH AVE","",41.7662016,-87.6299373
"600 N TRUMBULL AVE","05/15/2001",41.8919874,-87.7128998
"319 W 51ST PL","",41.8006213,-87.6340046
"7243 S MORGAN ST","04/12/2010",41.7620226,-87.6488366
"6136 S WOOD ST","05/21/2002",41.7819628,-87.6694801
"6808 S EMERALD AVE","01/12/2017",41.7703089,-87.6436123
"931 W 51ST ST","09/25/1996",41.8012738,-87.6490305
"4052 W CARROLL AVE","10/30/1980",41.8869124,-87.7279479
"637 E 134TH ST","10/01/2012",41.6515727,-87.6060828
"3748 W 84TH PL","03/04/2004",NA,NA
"106 N LOTUS AVE","01/03/2020",41.8825518,-87.7617651
"145 N LATROBE AVE","09/26/1973",41.8836932,-87.7560598
"514 N AVERS AVE","",41.890432,-87.7226175
"5825 S CARPENTER ST","11/20/2018",41.7880315,-87.6507251
"5025 S ABERDEEN ST","02/01/1995",41.8025487,-87.6523145
"118 E 104TH ST","04/26/2005",41.7056669,-87.6196762
"5820 S BISHOP ST","11/20/2019",41.7879153,-87.6611393
"13424 S CORLISS AVE","02/08/2004",41.6510516,-87.6025707
"359 W GARFIELD BLVD","01/09/2002",41.7935783,-87.6352329
"6824 S PEORIA ST","05/26/2000",41.7698165,-87.6473138
"7752 S GREEN ST","",41.7526858,-87.6456591
"4223 W JACKSON BLVD","12/29/1975",41.8767509,-87.7314335
"5580 S SHIELDS AVE","",41.7926729,-87.6345136
"6435 S HOYNE AVE","05/11/2006",41.7764258,-87.6759196
"5228 S HONORE ST","",41.7985651,-87.6711405
"664 E 46TH ST","",41.8114277,-87.6091402
"4314 S EVANS AVE","",41.8162953,-87.6082921
"815 W 54TH ST","",41.7957747,-87.6459157
"1659 S RIDGEWAY AVE","",41.8572335,-87.718494
"360 W 105TH ST","10/03/2001",41.7035155,-87.6325867
"1025 W 69TH ST","01/18/2006",41.7685078,-87.6504066
"5119 S ABERDEEN ST","",41.8008788,-87.6522732
"1503 S CHRISTIANA AVE","",41.8607166,-87.7088099
"9325 S AVALON AVE","12/15/1995",41.7250958,-87.5932998
"7930 S BURNHAM AVE","06/30/2005",41.7508485,-87.5568651
"4015 W GLADYS AVE","",41.8759096,-87.7261341
"2134 S MILLARD AVE","03/15/1991",41.8527901,-87.7165968
"4148 W CARROLL AVE","08/12/1985",41.887036,-87.730226
"28 E 119TH ST","04/26/2016",41.6783021,-87.6215257
"1752 W 63RD ST","02/05/2002",41.7796781,-87.668696
"5631 S CARPENTER ST","",41.791472,-87.6508156
"7053 S KIMBARK AVE","09/15/2000",41.7661355,-87.5941161
"604 E 134TH PL","12/27/2004",41.6512836,-87.607276
"7038 S PARNELL AVE","",41.7659486,-87.6385179
"4818 W IOWA ST","",41.8969342,-87.7466552
"1115 S MOZART ST","",41.8678133,-87.6968088
"3025 E 80TH ST","",41.749856,-87.5506084
"5425 S WINCHESTER AVE","02/18/2004",41.7949877,-87.6727746
"4915 W OHIO ST","04/22/2003",41.8910915,-87.7487484
"545 N ST LOUIS AVE","12/06/1985",41.8915753,-87.7135458
"6641 S HAMILTON AVE","10/25/2005",41.7726463,-87.6770456
"100 N LOTUS AVE","03/18/2021",41.8824221,-87.7618339
"4738 S PRINCETON AVE","12/28/1999",41.8079548,-87.63372
"611 E 42ND ST","06/14/1999",41.8183194,-87.6111022
"8721 S BURLEY AVE","07/10/2002",41.7368742,-87.5454466
"4034 W LEXINGTON ST","03/25/2011",41.8720665,-87.726851
"5244 S LAFLIN ST","04/15/2005",41.7982375,-87.6626227
"4857 W WEST END AVE","06/06/2006",41.8827211,-87.747597
"5017 S MAY ST","",41.8027325,-87.653533
"1542 S TRUMBULL AVE","",41.8595076,-87.711912
"5305 S ABERDEEN ST","05/28/2004",41.7975959,-87.6521932
"5639 S WOOD ST","",41.791003,-87.669024
"5757 S LAFAYETTE AVE","",41.7893634,-87.6265084
"5657 S LAFAYETTE AVE","05/18/1999",41.7912685,-87.6263993
"608 W 60TH ST","",41.7847692,-87.6405043
"6830 S BISHOP ST","01/27/1999",41.769517,-87.6606556
"1279 W 74TH PL","",41.75853,-87.6569498
"9311 S LYON AVE","",41.7254788,-87.6074339
"6730 S WINCHESTER AVE","05/11/2006",41.7711622,-87.6728359
"829 W 51ST ST","",41.8013088,-87.6465064
"1101 S WHIPPLE ST","04/01/1969",41.8681235,-87.701706
"1229 E 72ND ST","07/30/1992",41.7639353,-87.594558
"1421 S AVERS AVE","",41.8618912,-87.7210341
"751 S KEDZIE AVE","",41.8713114,-87.7054628
"116 N LOTUS AVE","12/17/2019",41.882864,-87.7621712
"6530 S EVANS AVE","",41.7757319,-87.6074248
"403 N LECLAIRE AVE","04/22/2003",41.8879492,-87.7525445
"1436 S HARDING AVE","",41.8614008,-87.7241675
"5823 S SANGAMON ST","11/20/2018",41.788065,-87.648288
"542 E 43RD ST","",41.8169706,-87.6124281
"5253 S PRINCETON AVE","",41.7983841,-87.6329517
"6345 S PARNELL AVE","",41.7785625,-87.6383528
"5427 S DAMEN AVE","03/29/1996",41.7949073,-87.6739359
"5108 S WABASH AVE","",41.8016373,-87.6247421
"11301 S VINCENNES AVE","08/09/2006",41.6881415,-87.6653345
"715 W 61ST PL","",41.7822611,-87.6422932
"907 W 54TH PL","",41.7949123,-87.6479384
"8428 S GILBERT CT","09/07/2006",41.7398682,-87.6426024
"5404 S CARPENTER ST","",41.7957749,-87.6516345
"8500 S HOYNE AVE","09/06/2005",41.7390666,-87.6755225
"6736 S GREEN ST","11/10/1997",41.7713575,-87.6461399
"5324 S PRINCETON AVE","12/15/1995",41.7973284,-87.6334335
"130 S WHIPPLE ST","09/26/1969",41.8787044,-87.7027354
"6830 S UNION AVE","01/20/1982",41.7697,-87.6421491
"6205 S MARSHFIELD AVE","",41.7810726,-87.6653217
"8352 S KERFOOT AVE","01/11/2008",41.741843,-87.6411923
"7146 S ARTESIAN AVE","09/19/2006",NA,NA
"6502 S MORGAN ST","",41.7758416,-87.6498934
"6426 S LAFLIN ST","",41.7768781,-87.662063
"841 W 51ST ST","03/07/2002",41.8013024,-87.6469675
"8236 S BUFFALO AVE","",41.7454033,-87.5444286
"5535 S ELIZABETH ST","10/01/2012",41.7927287,-87.6557082
"6735 S PAULINA ST","",41.7711133,-87.6662703
"509 W 81ST ST","",41.7468231,-87.6376086
"5606 S EMERALD AVE","",41.7921887,-87.6440357
"9039 S GREENWOOD AVE","08/04/1999",41.7301057,-87.5970452
"5026 S THROOP ST","12/28/1999",41.8024029,-87.6578692
"5022 S PRINCETON AVE","02/18/1997",41.8028914,-87.6335524
"1435 W 110TH ST","11/09/2012",41.6937199,-87.6584783
"823 N HARDING AVE","",41.8961201,-87.7245311
