"Address","Date.of.Acquisition","Latitude","Longitude"
"5210 S WINCHESTER AVE","",41.7990256,-87.6735683
"7538 S STEWART AVE","",41.7569169,-87.6348127
"723 W 50TH ST","",41.8031697,-87.6438955
"328 W 104TH PL","04/01/2008",41.7045872,-87.6318187
"723 W 120TH ST","",41.6757948,-87.6403819
"1948 W 63RD ST","05/08/2002",41.7796022,-87.6734222
"610 W 54TH PL","",41.7955584,-87.640855
"6450 S NORMAL BLVD","",41.7765179,-87.6377855
"143 N PINE AVE","08/21/2003",41.8836173,-87.7628302
"5524 W VAN BUREN ST","12/10/2001",41.875013,-87.7626532
"3128 W ARTHINGTON ST","",41.8703203,-87.7045255
"5003 S CARPENTER ST","12/04/2003",41.8031915,-87.6511156
"721 W 81ST ST","11/10/1997",41.7467655,-87.6423567
"5942 S ABERDEEN ST","",41.7856469,-87.6525806
"12112 S LOOMIS ST","04/20/2015",41.6734918,-87.6567342
"5516 S JUSTINE ST","",41.7931256,-87.6634762
"1411 W FILLMORE ST","03/22/2002",41.8683075,-87.6621481
"4525 S WABASH AVE","11/13/2003",41.8123114,-87.6240615
"724 E 44TH ST","",41.8152261,-87.6080957
"6949 S KIMBARK AVE","",41.7684637,-87.5938564
"5819 S PEORIA ST","",41.7882191,-87.6470806
"7753 S LOWE AVE","09/17/1999",41.7527713,-87.640077
"5158 S HOYNE AVE","",41.7995047,-87.6772134
"5204 S EMERALD AVE","02/20/1991",41.7995812,-87.644224
"8938 S MACKINAW AVE","09/17/2002",41.7326399,-87.543362
"139 N PINE AVE","11/18/2020",41.8835036,-87.7628262
"12027 S PARNELL AVE","05/19/2010",41.6752525,-87.6354613
"540 E 44TH PL","01/09/1980",41.8142381,-87.6123413
"4953 S LAFLIN ST","",41.8034367,-87.6620608
"4831 S ELIZABETH ST","",41.805922,-87.6560486
"10729 S BUFFALO AVE","05/05/2005",41.7000676,-87.5434273
"5755 S LAFAYETTE AVE","",41.7893669,-87.6263481
"1438 S DRAKE AVE","",41.8613052,-87.714404
"12019 S LOWE AVE","10/16/2000",41.6754557,-87.6380743
"1823 W 69TH ST","12/29/2004",41.7682212,-87.6697306
"5920 S UNION AVE","05/21/2002",41.7863257,-87.6428743
"5222 S EMERALD AVE","01/14/2000",41.7990476,-87.6443982
"11727 S LAFAYETTE AVE","06/22/2011",41.6807875,-87.6236308
"6408 S WOOD ST","08/08/2005",41.7771851,-87.6693879
"6719 S PAULINA ST","",41.7715656,-87.6662831
"5407 S FEDERAL ST","",41.7963399,-87.6275424
"6220 S WOLCOTT AVE","",41.7805278,-87.6716598
"6447 S EGGLESTON AVE","05/08/2002",41.776705,-87.6359378
"5918 S LOOMIS ST","",41.7862241,-87.6598837
"5418 S MORGAN ST","05/12/1999",41.7954498,-87.6503982
"1141 S INDEPENDENCE BLVD","06/07/1999",41.8668276,-87.7190726
"4225 S SAINT LAWRENCE AVE","",41.8177857,-87.6115243
"6326 S CARPENTER ST","",41.7788724,-87.6511923
"1249 S KOSTNER AVE","04/03/1984",41.8645643,-87.7345657
"12201 S INDIANA AVE","04/23/2007",41.672407,-87.6168658
"5028 S LAFLIN ST","02/19/2004",41.8022513,-87.6627273
"6443 S SEELEY AVE","05/03/2016",41.7762309,-87.6746945
"5766 S LASALLE ST","04/20/2005",41.7890356,-87.6292792
"6450 S INGLESIDE AVE","",41.7771201,-87.6017404
"6323 S ABERDEEN ST","",41.7790011,-87.6517986
"822 N PINE AVE","01/23/2006",41.8956022,-87.7638144
"119 W 103RD PL","",41.7059503,-87.6266988
"6843 S LAFLIN ST","",41.7691317,-87.6613604
"10503 S STATE ST","08/22/1996",41.7032714,-87.623067
"1244 S CENTRAL PARK AVE","",41.8649093,-87.7157266
"1920 S TRUMBULL AVE","05/27/1981",41.8550014,-87.7115297
"5744 S UNION AVE","",41.7893691,-87.642946
"6450 S ABERDEEN ST","",41.7763235,-87.6523391
"555 W 120TH ST","04/19/2005",41.6758572,-87.6366404
"1334 S KEELER AVE","07/17/2003",41.8631859,-87.7303318
"6035 S MARSHFIELD AVE","08/19/2011",41.7839059,-87.6652006
"5824 S LAFAYETTE AVE","09/01/2005",41.7882506,-87.6269273
"7412 S PARNELL AVE","",41.7594028,-87.6386204
"5256 S WINCHESTER AVE","",41.7977959,-87.6735344
"12118 S LOOMIS ST","04/20/2015",41.6733553,-87.6567297
"611 W 60TH ST","12/23/2002",41.784385,-87.6405624
"6715 S LOOMIS BLVD","12/22/1993",41.7717541,-87.6588072
"10452 S  HOXIE                  AVE","",41.7047765,-87.5611841
"5038 S ELIZABETH ST","11/24/2003",41.802133,-87.6566537
"2858 N DAWSON AVE","08/10/2006",41.9340185,-87.7125235
"5015 S LOOMIS ST","11/26/1996",41.8027186,-87.6596102
"2054 W WASHINGTON BLVD","",41.8833725,-87.6788264
"7240 S YALE AVE","07/31/1992",41.762329,-87.6312793
"6338 S EGGLESTON AVE","",41.7786973,-87.6366367
"506 W 81ST ST","",41.7473508,-87.6371507
"4131 W JACKSON BLVD","",41.8767784,-87.7292602
"701 W 70TH ST","",41.7672436,-87.6413171
"1023 W 69TH ST","01/18/2006",41.7685091,-87.6503187
"6405 S STEWART AVE","09/27/1994",41.7778863,-87.6348471
"5744 S LAFAYETTE AVE","",41.7896309,-87.6269638
"15 S WHIPPLE ST","10/23/1974",41.8804916,-87.7017946
"5632 S PERRY AVE","",41.7917483,-87.6278825
"7018 S WALLACE ST","02/22/1996",41.766413,-87.6399163
"3840 W OHIO ST","",41.8919927,-87.7227017
"6109 S PAULINA ST","11/01/1977",NA,NA
"6424 S CLAREMONT AVE","09/28/2012",41.7765992,-87.6825716
"1032 W MARQUETTE RD","03/07/2002",41.7726428,-87.6509046
"933 W 53RD ST","01/13/1995",41.7975334,-87.649003
"821 N HARDING AVE","",41.8960514,-87.724529
"5819 S PERRY AVE","04/28/2005",41.7882876,-87.627344
"3023 W CULLERTON ST","02/02/1998",41.8543636,-87.7013435
"2056 W WARREN BLVD","03/31/1997",41.8823077,-87.6789072
"739 W 61ST PL","",41.7822468,-87.6430263
"12248 S WALLACE ST","09/05/2012",41.670975,-87.6372202
"745 W 61ST PL","",41.7822468,-87.6430263
"5345 S WINCHESTER AVE","07/31/1992",41.7963243,-87.672811
"12040 S MICHIGAN AVE","",41.6750073,-87.620773
"5028 S CARPENTER ST","02/20/2004",41.8024186,-87.6517953
"6802 S HERMITAGE AVE","09/22/2014",41.7701296,-87.6679554
"5603 S HERMITAGE AVE","01/13/1995",41.7919786,-87.6678358
"403 N HARDING AVE","02/27/2001",41.8882517,-87.7243071
"1122 S INDEPENDENCE BLVD","",41.8673085,-87.7205845
"6234 S WOLCOTT AVE","08/22/2005",41.7800738,-87.6718534
"6539 S JUSTINE ST","04/21/1975",41.7746383,-87.6625125
"5713 S JUSTINE ST","",41.7899457,-87.662905
"6419 S NORMAL BLVD","",41.7774315,-87.6373194
"7738 S NORMAL AVE","01/06/1989",41.7532434,-87.6371885
"5312 S EMERALD AVE","",41.7975336,-87.6443654
"5200 S SANGAMON ST","",41.7995998,-87.6492916
"5519 S BISHOP ST","05/21/1996",41.7930717,-87.6605763
"5815 S PERRY AVE","",41.7884112,-87.6273473
"4012 W MONROE ST","",41.8800108,-87.7261843
"4742 S PRINCETON AVE","12/28/1999",41.8077941,-87.6341969
"5519 S LAFLIN ST","07/03/1995",41.7930235,-87.6617853
"5110 S EMERALD AVE","05/08/2002",41.8012121,-87.6444471
"100 N LOTUS AVE","03/18/2021",41.8824173,-87.7621525
"346 W 54TH PL","02/10/2005",41.7957044,-87.6350746
"11616 S WATKINS AVE","08/09/2006",41.6826514,-87.6679486
"1422 S KEDVALE AVE","01/05/1993",41.8616909,-87.7290619
"12022 S LOWE AVE","",41.6752875,-87.6385625
"5313 S ABERDEEN ST","03/08/2005",41.79739,-87.6521881
"6346 S HONORE ST","02/08/1995",41.7779429,-87.6706109
"5538 S LAFLIN ST","10/02/1973",41.7925014,-87.6624683
"1327 S SPAULDING AVE","01/21/2004",41.8636694,-87.7076758
"6922 S ELIZABETH ST","",41.7680046,-87.6557578
"1510 S KEELER AVE","11/15/1978",41.8602198,-87.7302417
"5701 S PAULINA ST","",41.790207,-87.66657
"5129 S JUSTINE ST","06/28/2004",41.800432,-87.6631951
"6429 S BISHOP ST","07/13/2010",41.7768359,-87.6601526
"4243 S LANGLEY AVE","",41.817313,-87.6088406
"8817 S BURLEY AVE","04/01/2002",41.7350591,-87.5454026
"411 N RIDGEWAY AVE","11/27/2000",41.8885214,-87.7194202
"8323 S BURLEY AVE","",41.7440587,-87.5451138
"1612 S HOMAN AVE","",41.8585902,-87.7104675
"7723 S FIELDING AVE","",41.7536468,-87.6378558
"1740 W 69TH ST","07/12/2005",41.7687625,-87.668131
"13320 S SOUTH PARK AVE","",41.6529423,-87.6128625
"4821 S SHIELDS AVE","01/26/2000",41.8066275,-87.6341677
"11941 S PERRY AVE","08/18/2010",41.6767868,-87.6247281
"6858 S PARNELL AVE","02/01/1982",NA,NA
"10903 S BUFFALO AVE","11/13/2000",41.69708,-87.5434324
"6944 S BELL AVE","05/21/2003",41.7670361,-87.67991
"1518 S KOLIN AVE","03/19/1991",41.8599372,-87.7339027
"6927 S DORCHESTER AVE","09/18/2000",41.7687827,-87.5909163
"5339 S PRINCETON AVE","06/04/1974",41.7969984,-87.6326959
"1928 S DRAKE AVE","08/06/1971",41.8538765,-87.7140723
"6600 S GREEN ST","",41.7741386,-87.6462077
"8819 S BURLEY AVE","07/10/2002",41.7349904,-87.545401
"6618 S BISHOP ST","03/28/2011",41.7734384,-87.6607588
"1220 E 93RD ST","",41.7259713,-87.5939092
"4247 W CARROLL AVE","",41.8866849,-87.7325764
"12100 S LOOMIS ST","04/20/2015",41.6738333,-87.6567456
"7910 S PARNELL AVE","",41.7503141,-87.6383148
"6913 S STEWART AVE","",41.7685673,-87.6346036
"5007 S ABERDEEN ST","12/30/1999",41.8029604,-87.6523246
"6823 S MAY ST","03/19/1999",41.7698023,-87.6526827
"8959 S LOOMIS ST","06/24/1998",41.7306335,-87.657701
"1158 W 110TH PL","",41.6932612,-87.6520288
"1655 W 69TH ST","08/29/2006",41.7682606,-87.6660538
"4859 S LOOMIS BLVD","01/30/2006",41.8051553,-87.6596737
"622 E BOWEN AVE","",41.8197053,-87.6108573
"6549 S SANGAMON ST","12/27/1978",41.7746388,-87.6479481
"5346 S PAULINA ST","03/16/1999",41.7962875,-87.6674322
"315 W 51ST ST","08/24/1999",41.8015312,-87.6338566
"6911 S PAULINA ST","01/31/2006",41.7679184,-87.6659814
"5129 S WINCHESTER AVE","02/19/2004",41.8003225,-87.6729204
"8930 S MACKINAW AVE","09/17/2002",41.7328459,-87.543367
"5762 S LASALLE ST","04/20/2005",41.7891473,-87.6292823
"8154 S ELLIS AVE","11/18/1992",41.7461939,-87.6005415
"6911 S PERRY AVE","",41.7687295,-87.6281086
"653 W 120TH ST","04/23/2002",41.6757962,-87.6390902
"8242 S BURLEY AVE","12/06/2000",41.7453272,-87.5458367
"3102 W ARTHINGTON ST","03/24/1982",41.8703291,-87.7035643
"6105 S DAMEN AVE","",41.7827302,-87.6736504
"6330 S LANGLEY AVE","",41.7793875,-87.6087055
"10600 S MICHIGAN AVE","05/21/2002",41.7015312,-87.6212087
"5540 S WELLS ST","08/23/2013",41.7929491,-87.6321008
"7708 S EMERALD AVE","02/12/1996",41.7539135,-87.6432905
"10856 S WENTWORTH AVE","03/22/1991",41.6962928,-87.6283451
"4821 W GLADYS AVE","03/22/1991",41.8755989,-87.7459922
"10534 S LA SALLE ST","01/31/2011",41.7024304,-87.6273036
"5545 S BISHOP ST","",41.7923878,-87.6605581
"11848 S WATKINS AVE","01/30/2013",41.6781885,-87.6704905
"443 N LAWNDALE AVE","",41.8893673,-87.718222
"4324 W GLADYS AVE","09/26/1973",41.876335,-87.73387
"11805 S UNION AVE","07/18/2007",41.679485,-87.6392041
"5300 S MORGAN ST","01/31/2006",41.7977523,-87.6504588
"7122 S ELLIS AVE","02/02/2012",41.7652265,-87.6010058
"323 S KILBOURN AVE","",41.8762241,-87.7374537
"5005 S LOOMIS BLVD","11/26/1996",41.8029236,-87.6596155
"6013 S MORGAN ST","",41.7846749,-87.6494238
"6430 S PARNELL AVE","05/22/1995",41.7770621,-87.639011
"5618 S JUSTINE ST","03/02/2006",41.7916196,-87.6636425
"603 W 61ST ST","",41.7833533,-87.6402708
"6714 S LOWE AVE","07/18/2001",41.7720508,-87.6406804
"4055 W MONROE ST","03/18/1981",41.8794761,-87.7278668
"5616 S LASALLE ST","",41.7921483,-87.6293943
"913 W 51ST ST","05/25/2004",41.8012827,-87.6483886
"6733 S ABERDEEN ST","08/19/2011",41.7713544,-87.6515111
"5045 S SHIELDS AVE","12/19/2001",41.802265,-87.6340238
"5430 S BISHOP ST","02/19/2004",41.7949455,-87.6613222
"455 W 103RD ST","02/23/2016",41.7067411,-87.6353748
"1535 S KOLIN AVE","09/17/2003",41.8594146,-87.7331832
"1849 W 63RD ST","02/26/2002",41.7790583,-87.6710422
"5002 S PRINCETON AVE","02/25/2000",41.8034346,-87.6335697
"1133 S MOZART ST","",41.8673085,-87.6967948
"1800 S HARDING AVE","01/30/2003",41.8569255,-87.7240124
"3839 W CERMAK RD","01/17/1996",41.8513117,-87.7214294
"623 N AVERS AVE","",41.8924909,-87.7219763
"5201 S WINCHESTER AVE","",41.7993056,-87.6728926
"4249 W VAN BUREN ST","",41.8749203,-87.7322868
"2860 N DAWSON AVE","",41.9340185,-87.7125235
"1811 W 59TH ST","12/05/2002",41.7864252,-87.6697436
"612 W 61ST ST","",41.7835665,-87.6406481
"7412 S NORMAL AVE","",41.759426,-87.6370965
"6441 S WOOD ST","",41.7763506,-87.6686699
"7616 S MARYLAND AVE","",41.7561724,-87.604436
"1840 S SPAULDING AVE","07/31/1992",41.8556568,-87.7081505
"1701 W 69TH ST","07/05/2005",41.7682557,-87.6665208
"5018 S THROOP ST","12/15/1999",41.8025395,-87.6578727
"5309 S MARSHFIELD AVE","",41.7973355,-87.6655548
"5815 S WABASH AVE","10/20/1999",41.7877272,-87.6243853
"5223 S LAFLIN ST","02/19/2004",41.7987931,-87.6619382
"4462 S BERKELEY AVE","",41.8134489,-87.6008511
"8007 S DOBSON AVE","01/13/1995",41.7492006,-87.5987106
"6023 S PEORIA ST","",41.7844517,-87.6471674
"1743 W 69TH ST","04/15/2005",41.7682395,-87.6680253
"5019 W GLEN LN","",41.8031973,-87.6241579
"7347 S SANGAMON ST","06/01/1994",41.7600862,-87.6475738
"45 W 114TH ST","06/30/2005",41.6868525,-87.6246794
"4735 W ERIE ST","05/28/1996",41.8920276,-87.7448743
"5304 S WINCHESTER AVE","06/22/2011",41.7973475,-87.673522
"12002 S EMERALD AVE","",41.6758262,-87.6410488
"332 W 58TH ST","",41.7891005,-87.6341818
"7600 S NORMAL AVE","",41.7561237,-87.6370157
"3832 W OHIO ST","",41.8919946,-87.7224663
"3544 W DOUGLAS BLVD","12/08/2011",41.8632254,-87.714604
"2025 W 70TH ST","",41.7663517,-87.674656
"6439 S WOOD ST","04/19/2005",41.7764329,-87.6686723
"8825 S BURLEY AVE","06/23/1995",41.7348531,-87.5453976
"6930 S WOLCOTT AVE","",41.7693488,-87.6713668
"5017 S THROOP ST","07/02/2004",41.8026748,-87.6571787
"2827 W MONROE ST","12/27/1979",41.8798949,-87.6973642
"12239 S WALLACE ST","09/11/2012",41.6712565,-87.6365368
"5307 S BISHOP ST","02/20/2004",41.7973998,-87.660687
"12340 S EDBROOKE AVE","11/21/2005",41.6695649,-87.6192145
"317 W 48TH PL","",41.8059129,-87.634064
"1533 S KEELER AVE","04/06/1987",41.8596113,-87.729519
"5639 S PERRY AVE","",41.7915894,-87.6275859
"4424 W GLADYS AVE","",41.8763047,-87.7364156
"558 W 120TH ST","11/21/1995",41.6762419,-87.6368337
"1607 S HOMAN AVE","01/20/1971",41.8587763,-87.7101788
"5837 S ABERDEEN ST","02/13/2003",41.7876414,-87.6519308
"8836 S BUFFALO AVE","06/13/2002",41.7345173,-87.5448031
"6608 S DAMEN AVE","",41.7735574,-87.6741061
"7627 S SAGINAW AVE","07/30/1992",41.7564337,-87.5598579
"1805 W 63RD ST","07/19/1999",41.7790808,-87.6694564
"4159 W CARROLL AVE","04/27/1993",41.8865088,-87.7305786
"7003 S YALE AVE","",41.7717007,-87.6305968
"5421 S MARSHFIELD AVE","",41.7951709,-87.6654916
"4526 S ROCKWELL ST","09/15/1995",41.8111675,-87.6897488
"6707 S EVANS AVE","11/03/2015",41.7728761,-87.6065195
"1647 W 69TH ST","04/15/2005",41.7682635,-87.6657788
"1709 W 69TH ST","07/13/2005",41.7682525,-87.6668101
"723 W 81ST ST","05/21/1998",41.7467643,-87.6424482
"842 W 51ST PL","",41.8009142,-87.6470801
"843 W 53RD ST","01/09/1987",41.797558,-87.6470431
"5604 S ELIZABETH ST","",41.7921864,-87.6561843
"318 W 71ST ST","05/14/2002",41.7656548,-87.6331811
"5212 S BISHOP ST","",41.799109,-87.6614304
"1247 S MILLARD AVE","",41.8648374,-87.7162418
"620 E 46TH ST","",41.8114031,-87.6106419
"7122 S LANGLEY AVE","10/12/2000",41.7650964,-87.6083438
"6518 S HOYNE AVE","03/13/1998",41.7750667,-87.6765859
"4212 W MAYPOLE AVE","09/25/1972",41.8849593,-87.7313268
"6930 S ABERDEEN ST","",41.7677769,-87.652114
"5825 S LASALLE ST","10/09/1998",41.7881732,-87.6287403
"8934 S MACKINAW AVE","09/17/2002",41.7327772,-87.5433653
"619 S KARLOV AVE","09/02/1986",41.8728047,-87.7276713
"321 W 111TH PL","05/24/2013",41.6913206,-87.6311241
"8411 S BAKER AVE","09/15/2000",41.741937,-87.5472477
"6032 S JUSTINE ST","03/10/2010",41.7839369,-87.6634641
"517 W 120TH ST","04/23/2002",41.6759552,-87.6354101
"1505 S LAWNDALE AVE","",41.8605757,-87.7175417
"1124 S FRANCISCO AVE","05/02/1997",41.8675181,-87.6987265
"7110 S CARPENTER ST","",41.7647066,-87.6508173
"1527 S TRIPP AVE","04/10/2005",41.8597755,-87.7307488
"6933 S DORCHESTER AVE","09/15/2000",41.7689099,-87.5919441
"8957 S BUFFALO AVE","09/24/2004",41.7321448,-87.5439378
"6844 S MARSHFIELD AVE","11/10/1997",41.769046,-87.6654972
"6537 S WOOD ST","08/02/2002",41.7746655,-87.6688198
"6814 S LOWE AVE","10/14/1998",41.7701542,-87.6406304
"5930 S WOOD ST","",41.7857767,-87.6695801
"411 E 91ST PL","12/04/1903",41.7280302,-87.6136264
"4040 W JACKSON BLVD","",41.8773196,-87.7272407
"1500 S SPRINGFIELD AVE","01/14/1986",41.8605454,-87.7229202
"6929 S HARVARD AVE","",41.7681334,-87.6333771
"5635 S ABERDEEN ST","",41.7913323,-87.6520285
"8532 S SANGAMON ST","",41.7386597,-87.6474848
"1756 N KEDVALE AVE","",41.9133334,-87.7304532
"5932 S CARPENTER ST","",41.7859426,-87.6513739
"853 W 51ST PL","02/14/2002",41.8003867,-87.6473568
"1259 S KOSTNER AVE","12/10/2001",41.8643482,-87.734559
"926 W 52ND ST","02/09/2006",41.7999883,-87.6488417
"1427 S KEELER AVE","09/25/1996",41.8616496,-87.729581
"6458 S NORMAL BLVD","",41.7762629,-87.6375705
"4229 W FIFTH AVE","11/14/2001",41.8710952,-87.7312377
"5942 S MAY ST","",41.7856311,-87.6537918
"1241 W 74TH ST","11/04/2005",41.7593129,-87.6555752
"9116 S AVALON AVE","07/28/1993",41.7288852,-87.5940799
"6544 S UNION AVE","",41.7748559,-87.642965
"4636 S EVANS AVE","",41.8102351,-87.6081605
"6159 S PRINCETON AVE","08/12/2002",41.7818178,-87.6325175
"7925 S EMERALD AVE","",41.7492342,-87.6436699
"108 N LOTUS AVE","12/08/2019",41.8759196,-87.7624036
"6955 S MAY ST","10/08/2013",41.767155,-87.6526131
"8044 S EMERALD AVE","08/18/1998",41.7474936,-87.6430786
"5250 S LAFLIN ST","10/19/1999",41.7980309,-87.6626173
"1506 S KENNETH AVE","02/14/2002",41.8602444,-87.7363574
"824 W 54TH PL","",41.7954015,-87.6462703
"5823 S WOLCOTT AVE","11/20/2018",41.7877491,-87.6708447
"7106 S GREENWOOD AVE","",41.7656615,-87.5986127
"642 E 65TH ST","",41.7769753,-87.6089389
"1236 W 50TH ST","",41.803514,-87.6565861
"4802 S THROOP ST","",41.8066931,-87.6579793
"11326 S CARPENTER ST","05/25/2010",41.6877616,-87.6486675
"7007 S GREEN ST","04/18/2011",41.7667239,-87.6453274
"6930 S MAY ST","10/15/1996",41.7676883,-87.6533249
"6538 S WINCHESTER AVE","09/11/2012",41.774576,-87.6729258
"5306 S SHIELDS AVE","",41.7978921,-87.6344509
"2739 W GLADYS AVE","",41.8765233,-87.6953091
"4240 S WELLS ST","",41.8170002,-87.6327118
"7314 S PEORIA ST","11/10/2006",41.7609858,-87.647081
"1352 W 49TH PL","02/19/2004",41.8042761,-87.6596684
"5820 S CARPENTER ST","11/20/2018",41.7880536,-87.6514258
"2127 S HOMAN AVE","04/27/1993",41.8527419,-87.7098034
"39 E 120TH PL","",41.6746623,-87.6211077
"5025 S PRINCETON AVE","09/09/1988",41.8028518,-87.6328629
"145 W 57TH PL","",41.7898155,-87.6293954
"1542 W 114TH PL","07/20/2006",41.6859913,-87.6612693
"4748 S UNION AVE","",41.8074442,-87.6432214
"735 W 61ST PL","",41.7822468,-87.6430263
"4334 S SHIELDS AVE","",41.8153039,-87.6350162
"1738 N MERRIMAC AVE","11/14/2005",41.9121743,-87.7817977
"839 W 53RD ST","",41.7975591,-87.646831
"6525 S WOOD ST","01/12/1995",41.775004,-87.6688293
"641 N ST LOUIS AVE","",41.8931016,-87.7134523
"747 W 54TH ST","",41.7960293,-87.6445557
"5642 S LAFAYETTE AVE","08/31/2005",41.7915472,-87.6270125
"5344 S WELLS ST","",41.7968395,-87.6321569
"4839 W WEST END AVE","",41.8827301,-87.7469099
"3123 W ARTHINGTON ST","02/28/1978",41.8697987,-87.704234
"343 E 134TH PL","07/10/2007",41.6505694,-87.6129611
"504 W 81ST ST","",41.7472031,-87.6368629
"7225 S EMERALD AVE","10/01/2012",41.7626253,-87.6425351
"1443 S KENNETH AVE","11/21/2001",41.8610761,-87.7356802
"5640 S LOWE AVE","07/23/2001",41.7913028,-87.6417801
"5719 S HONORE ST","",41.7896982,-87.6701982
"7036 S STEWART AVE","08/13/2013",41.7660756,-87.6350652
"5765 S LAFAYETTE AVE","",41.7890211,-87.6263392
"4936 S SEELEY AVE","07/01/2005",41.8037534,-87.6761405
"4624 S LANGLEY AVE","",41.8106049,-87.6093617
"1200 W 110TH PL","10/17/2011",41.6934085,-87.6523362
"6827 S ELIZABETH ST","01/30/1975",41.7696899,-87.6551067
"1434 S DRAKE AVE","",41.8613587,-87.7144055
"5600 S DAMEN AVE","05/05/2005",41.7919654,-87.6746006
"112 N LOTUS AVE","02/03/2020",41.8827462,-87.7620819
"1105 S WHIPPLE ST","",41.868035,-87.7017034
"4914 S ARTESIAN AVE","10/19/1988",NA,NA
"5248 S ABERDEEN ST","08/31/2004",41.7982386,-87.6529066
"6326 S WOOD ST","09/25/1996",41.7784764,-87.6694245
"3950 W ARTHINGTON ST","01/30/1975",41.8700804,-87.7248702
"7155 S NORMAL BLVD","10/15/2007",41.7637285,-87.6367135
"1448 S SPAULDING AVE","",41.861013,-87.7083016
"1415 W 109TH PL","07/27/2007",41.6946428,-87.6576834
"8725 S ESCANABA AVE","12/28/1994",41.7365627,-87.5537818
"5601 S PAULINA ST","01/26/2015",41.7920626,-87.6666173
"5749 S PAULINA ST","",41.7888918,-87.6667346
"7031 S PEORIA ST","09/04/1992",41.7660468,-87.6465191
"6554 S DREXEL AVE","",41.7751882,-87.6035254
"1131 S ALBANY AVE","",41.8673355,-87.7029024
"1338 W 109TH PL","06/15/1995",41.6951858,-87.6561745
"8744 S COLFAX AVE","09/30/1999",41.7358523,-87.5615281
"5728 S ADA ST","",41.7895955,-87.6587545
"5024 S CARPENTER ST","02/20/2004",41.8025557,-87.6517987
"111 N PINE AVE","02/03/2020",41.8826961,-87.7627983
"5306 S WELLS ST","07/30/1992",41.7978642,-87.6322011
"4026 W MAYPOLE AVE","03/20/1973",41.8849334,-87.7268736
"8854 S BUFFALO AVE","06/25/2002",41.7340364,-87.5447914
"7931 S ELLIS AVE","03/21/1991",41.7503548,-87.5999567
"658 E 105TH PL","03/28/2008",41.7031192,-87.6064325
"4259 W MONROE ST","01/20/1982",41.8794175,-87.7328102
"26 S WHIPPLE ST","",NA,NA
"112 N LOTUS AVE","02/03/2020",41.8827501,-87.761842
"4949 S LAFLIN ST","",41.8035053,-87.6620626
"6432 S WINCHESTER AVE","",41.7765441,-87.672775
"9409 S WENTWORTH AVE","07/01/2005",41.723166,-87.628353
"12333 S EDBROOKE AVE","07/05/2005",41.6697778,-87.6184457
"4505 W FULTON ST","04/04/1979",41.8852342,-87.7383446
"743 E 41ST ST","",41.8202594,-87.6077687
"1405 W 120TH ST","12/27/2004",41.6755213,-87.6567395
"6351 S ST LAWRENCE AVE","12/15/1995",41.7786939,-87.6105706
"6000 S JUSTINE ST","",41.7848232,-87.6634895
"11929 S EMERALD AVE","02/01/2005",41.6769575,-87.6403316
"3113 W ARTHINGTON ST","05/22/1978",41.869802,-87.7038667
"6841 S ELIZABETH ST","05/05/2011",41.769278,-87.6550955
"7230 S MARSHFIELD AVE","",41.7621297,-87.6653118
"8233 S BURLEY AVE","10/10/2001",41.7456108,-87.5451471
"5619 S LAFAYETTE AVE","06/02/1969",41.7921492,-87.6264225
"2054 W WARREN BLVD","",41.8824625,-87.6787987
"6433 S NORMAL BLVD","",41.7770826,-87.6371002
"459 W 81ST ST","03/13/1998",41.7468468,-87.6363139
"9118 S BURLEY AVE","07/31/1992",41.7295003,-87.5460055
"855 N RIDGEWAY AVE","",41.8970589,-87.7196756
"1660 S CHRISTIANA AVE","11/18/1969",41.8572159,-87.709455
"1643 W 69TH ST","02/05/1993",41.7682655,-87.6655956
"12544 S WALLACE ST","12/03/2018",41.6656034,-87.6370317
"3356 W 19TH ST","11/05/1984",41.8555637,-87.709997
"3534 W DOUGLAS BLVD","",41.8629732,-87.7142913
"5347 S BISHOP ST","",41.7963363,-87.6608564
"2753 W WASHINGTON BLVD","03/04/1999",41.8826198,-87.6958857
"6342 S LANGLEY AVE","03/01/1973",41.7790693,-87.6086983
"217 W 109TH PL","04/06/1984",41.6949892,-87.6285841
"917 E 92ND PL","",41.7263973,-87.6016285
"1049 W PRATT BLVD","",42.005302,-87.657803
"5116 S BISHOP ST","",41.8007854,-87.6614739
"4258 W CONGRESS PKY","08/01/1997",41.8745292,-87.7325948
"322 W 51ST ST","11/18/1992",41.8020365,-87.6340952
"11931 S NORMAL AVE","09/20/2010",41.676951,-87.634311
"5303 S HONORE ST","",41.7974521,-87.6704094
"1328 S KARLOV AVE","09/23/1969",41.8634277,-87.7278923
"5656 S GREEN ST","",41.7908008,-87.6466325
"6211 S HERMITAGE AVE","11/18/2004",41.7807667,-87.6675415
"5748 S MORGAN ST","",41.7891682,-87.650237
"5707 S WABASH AVE","",41.7908126,-87.6235417
"6456 S CARPENTER ST","",41.776173,-87.6511213
"6935 S PAULINA ST","",41.767513,-87.6659706
"7030 S YALE AVE","",41.7662156,-87.6313874
"1216 S KILDARE AVE","08/20/1976",41.8654816,-87.7328509
"3622 W 83RD ST","10/09/2003",NA,NA
"330 S FRANCISCO AVE","05/17/1996",41.8764593,-87.6989727
"2858 W FLOURNOY ST","03/15/2000",41.8731175,-87.6983656
"21 S WHIPPLE ST","04/11/1989",41.8803597,-87.7017912
